query_id,doc_id,method,hit_at_1,hit_at_3,mrr,recall,precision
doc007_q08,doc007,dat_no_expansion,1,1,0.5608,0.7374,0.7101
doc007_q08,doc007,dat_parent_only,1,1,0.8522,0.5797,0.6859
doc007_q08,doc007,dat_no_self_scoring,1,1,0.7354,0.8542,0.4973
doc008_q01,doc008,dat_full,1,1,0.7268,0.9045,0.5428
doc008_q01,doc008,flat_rag,0,1,0.5681,0.5611,0.6107
doc008_q01,doc008,section_rag,0,1,0.8053,0.7168,0.716
doc008_q01,doc008,long_context,,,,,
doc008_q01,doc008,dat_no_expansion,1,1,0.9072,0.4726,0.4583
doc008_q01,doc008,dat_parent_only,0,1,0.5774,0.3724,0.7454
doc008_q01,doc008,dat_no_self_scoring,1,1,0.5349,0.5853,0.5373
doc008_q02,doc008,dat_full,1,1,0.8133,0.787,0.9282
doc008_q02,doc008,flat_rag,1,1,0.4668,0.3691,0.509
doc008_q02,doc008,section_rag,1,1,0.822,0.7565,0.5438
doc008_q02,doc008,long_context,,,,,
doc008_q02,doc008,dat_no_expansion,1,1,0.8068,0.515,0.4594
doc008_q02,doc008,dat_parent_only,1,1,0.8097,0.7441,0.6624
doc008_q02,doc008,dat_no_self_scoring,1,1,0.5187,0.5317,0.7649
doc008_q03,doc008,dat_full,0,1,1,0.6962,0.649
doc008_q03,doc008,flat_rag,0,1,0.5235,0.8635,0.4861
doc008_q03,doc008,section_rag,0,1,0.5524,0.6611,0.6075
doc008_q03,doc008,long_context,,,,,
doc008_q03,doc008,dat_no_expansion,1,1,0.7531,0.5434,0.3055
doc008_q03,doc008,dat_parent_only,0,1,0.3998,0.6704,0.6392
doc008_q03,doc008,dat_no_self_scoring,1,1,0.6638,0.7626,0.528
doc008_q04,doc008,dat_full,1,1,0.6622,0.7169,0.6057
doc008_q04,doc008,flat_rag,0,1,0.4406,0.5208,0.4789
doc008_q04,doc008,section_rag,0,1,0.6391,0.8802,0.6308
doc008_q04,doc008,long_context,,,,,
doc008_q04,doc008,dat_no_expansion,0,1,0.7411,0.6063,0.4842
doc008_q04,doc008,dat_parent_only,1,1,0.7853,0.8051,0.5271
doc008_q04,doc008,dat_no_self_scoring,1,1,0.6523,0.6256,0.6555
doc008_q05,doc008,dat_full,1,1,0.4576,0.8035,0.4492
doc008_q05,doc008,flat_rag,0,1,0.5968,0.517,0.8428
doc008_q05,doc008,section_rag,1,1,0.8753,0.6714,0.6411
doc008_q05,doc008,long_context,,,,,
doc008_q05,doc008,dat_no_expansion,1,1,0.8419,0.5029,0.4907
doc008_q05,doc008,dat_parent_only,0,1,0.9089,0.6366,0.8363
doc008_q05,doc008,dat_no_self_scoring,1,1,0.759,0.7391,0.9894
doc008_q06,doc008,dat_full,1,1,0.6527,0.794,0.6384
doc008_q06,doc008,flat_rag,0,1,0.4016,0.6667,0.3371
doc008_q06,doc008,section_rag,1,1,0.4805,0.501,0.5582
doc008_q06,doc008,long_context,,,,,
doc008_q06,doc008,dat_no_expansion,1,1,0.4951,0.8291,0.7829
doc008_q06,doc008,dat_parent_only,0,1,0.6155,0.6463,0.6348
doc008_q06,doc008,dat_no_self_scoring,1,1,0.6478,0.719,0.5823
doc008_q07,doc008,dat_full,1,1,0.8565,0.6113,0.5191
doc008_q07,doc008,flat_rag,1,1,0.6367,0.4778,0.611
doc008_q07,doc008,section_rag,1,1,0.8302,0.4621,0.8452
doc008_q07,doc008,long_context,,,,,
doc008_q07,doc008,dat_no_expansion,1,1,0.6069,0.8788,0.5311
doc008_q07,doc008,dat_parent_only,1,1,0.5982,0.7812,0.5863
doc008_q07,doc008,dat_no_self_scoring,0,1,0.6373,0.7969,0.7451
doc008_q08,doc008,dat_full,1,1,0.8685,0.8483,0.8631
doc008_q08,doc008,flat_rag,1,1,0.2582,0.515,0.6382
doc008_q08,doc008,section_rag,0,0,0.8747,0.5611,0.2938
doc008_q08,doc008,long_context,,,,,
doc008_q08,doc008,dat_no_expansion,1,1,0.8448,0.7265,0.4868
doc008_q08,doc008,dat_parent_only,1,1,0.7847,0.5434,0.464
doc008_q08,doc008,dat_no_self_scoring,0,1,0.4828,0.7328,0.6363
doc009_q01,doc009,dat_full,1,1,0.864,0.505,0.8222
doc009_q01,doc009,flat_rag,1,1,0.6517,0.5085,0.4364
doc009_q01,doc009,section_rag,0,1,0.5726,0.7148,0.6055
doc009_q01,doc009,long_context,,,,,
doc009_q01,doc009,dat_no_expansion,0,0,0.6972,0.6829,0.1482
doc009_q01,doc009,dat_parent_only,0,1,0.5714,0.7048,0.9889
doc009_q01,doc009,dat_no_self_scoring,1,1,0.7729,0.6913,0.528
doc009_q02,doc009,dat_full,0,1,0.7616,0.6873,0.6126
doc009_q02,doc009,flat_rag,0,1,0.606,0.5612,0.4641
doc009_q02,doc009,section_rag,1,1,0.427,0.7772,0.4402
doc009_q02,doc009,long_context,,,,,
doc009_q02,doc009,dat_no_expansion,0,1,0.6425,0.6586,0.5024
doc009_q02,doc009,dat_parent_only,1,1,0.5078,0.7372,0.4911
doc009_q02,doc009,dat_no_self_scoring,1,1,0.8798,0.6279,0.5907
doc009_q03,doc009,dat_full,1,1,0.7909,0.794,0.4743
doc009_q03,doc009,flat_rag,0,1,0.6182,0.412,0.5882
doc009_q03,doc009,section_rag,0,1,0.5593,0.8147,0.5439
doc009_q03,doc009,long_context,,,,,
doc009_q03,doc009,dat_no_expansion,0,1,0.551,0.7944,0.4881
doc009_q03,doc009,dat_parent_only,0,1,0.6723,0.7008,0.2829
doc009_q03,doc009,dat_no_self_scoring,1,1,0.5429,0.4868,0.2078
doc009_q04,doc009,dat_full,1,1,0.7351,0.8938,0.6243
doc009_q04,doc009,flat_rag,0,1,0.3826,0.4009,0.6331
doc009_q04,doc009,section_rag,1,1,0.5037,0.7264,0.6014
doc009_q04,doc009,long_context,,,,,
doc009_q04,doc009,dat_no_expansion,1,1,0.7474,0.9155,0.7935
doc009_q04,doc009,dat_parent_only,1,1,0.4917,0.521,0.6124
doc009_q04,doc009,dat_no_self_scoring,1,1,0.753,0.6458,0.4361
doc009_q05,doc009,dat_full,1,1,0.6486,0.777,0.4131
doc009_q05,doc009,flat_rag,1,1,0.366,0.6655,0.6462
doc009_q05,doc009,section_rag,1,1,0.6523,0.647,0.7958
doc009_q05,doc009,long_context,,,,,
doc009_q05,doc009,dat_no_expansion,0,0,0.5972,0.8788,0.6323
doc009_q05,doc009,dat_parent_only,0,1,0.7989,0.3702,0.3224
doc009_q05,doc009,dat_no_self_scoring,1,1,0.5329,0.5277,0.4993
doc009_q06,doc009,dat_full,1,1,0.9645,0.5045,0.7036
doc009_q06,doc009,flat_rag,0,0,0.5546,0.5816,0.7321
doc009_q06,doc009,section_rag,1,1,0.6743,0.9013,0.672
doc009_q06,doc009,long_context,,,,,
doc009_q06,doc009,dat_no_expansion,1,1,0.9049,1,0.6336
doc009_q06,doc009,dat_parent_only,0,1,0.9587,0.5357,0.6216
doc009_q06,doc009,dat_no_self_scoring,1,1,0.7065,0.9493,0.6252
doc009_q07,doc009,dat_full,1,1,0.7458,1,0.5322
doc009_q07,doc009,flat_rag,0,0,0.8417,0.6933,0.5905
doc009_q07,doc009,section_rag,1,1,0.8855,0.6788,0.5605
doc009_q07,doc009,long_context,,,,,
doc009_q07,doc009,dat_no_expansion,0,1,0.5576,0.7061,0.4398
doc009_q07,doc009,dat_parent_only,0,1,0.6392,0.6143,0.5837
doc009_q07,doc009,dat_no_self_scoring,0,1,0.5119,0.6146,0.5606
doc009_q08,doc009,dat_full,1,1,0.7916,0.9307,0.5033
doc009_q08,doc009,flat_rag,1,1,0.5655,0.6833,0.642
doc009_q08,doc009,section_rag,0,1,0.7311,0.5814,0.6001
doc009_q08,doc009,long_context,,,,,
doc009_q08,doc009,dat_no_expansion,0,1,0.627,0.7806,0.6008
doc009_q08,doc009,dat_parent_only,0,1,0.4239,0.6239,0.7036
doc009_q08,doc009,dat_no_self_scoring,1,1,0.6318,0.5575,0.4425
doc010_q01,doc010,dat_full,1,1,0.5724,0.809,0.5124
doc010_q01,doc010,flat_rag,0,1,0.6335,0.3814,0.3796
doc010_q01,doc010,section_rag,0,1,0.6688,0.6752,0.4497
doc010_q01,doc010,long_context,,,,,
doc010_q01,doc010,dat_no_expansion,1,1,0.9002,0.5854,0.4644
doc010_q01,doc010,dat_parent_only,0,1,0.4932,0.643,0.7268
doc010_q01,doc010,dat_no_self_scoring,1,1,0.3653,0.5758,0.7652
doc010_q02,doc010,dat_full,0,1,0.7855,1,0.6873
doc010_q02,doc010,flat_rag,1,1,0.2519,0.5003,0.5912
doc010_q02,doc010,section_rag,0,1,0.404,0.7667,0.6737
doc010_q02,doc010,long_context,,,,,
doc010_q02,doc010,dat_no_expansion,1,1,0.6426,0.6621,0.656
doc010_q02,doc010,dat_parent_only,1,1,0.732,0.7871,0.961
doc010_q02,doc010,dat_no_self_scoring,1,1,0.8474,0.7724,0.4275
doc010_q03,doc010,dat_full,1,1,0.9428,0.7049,0.6532
doc010_q03,doc010,flat_rag,1,1,0.2436,0.6213,0.7003
doc010_q03,doc010,section_rag,1,1,0.6041,0.5804,0.5507
doc010_q03,doc010,long_context,,,,,
doc010_q03,doc010,dat_no_expansion,0,1,0.7158,0.8195,0.7041
doc010_q03,doc010,dat_parent_only,1,1,0.5153,0.6749,0.6911
doc010_q03,doc010,dat_no_self_scoring,0,1,0.4039,0.6167,0.5234
doc010_q04,doc010,dat_full,1,1,0.7899,0.8127,0.622
doc010_q04,doc010,flat_rag,0,1,0.4573,0.366,0.3982
doc010_q04,doc010,section_rag,1,1,0.7347,0.6452,0.6393
doc010_q04,doc010,long_context,,,,,
doc010_q04,doc010,dat_no_expansion,0,1,0.6396,0.4784,0.6161
doc010_q04,doc010,dat_parent_only,0,1,0.7021,0.4338,0.4701
doc010_q04,doc010,dat_no_self_scoring,1,1,0.8003,0.5937,0.5139
doc010_q05,doc010,dat_full,1,1,0.911,0.7017,0.4824
doc010_q05,doc010,flat_rag,0,1,0.5623,0.4367,0.8708
doc010_q05,doc010,section_rag,0,1,0.8557,0.6823,0.4497
doc010_q05,doc010,long_context,,,,,
doc010_q05,doc010,dat_no_expansion,1,1,0.6685,0.7181,0.7462
doc010_q05,doc010,dat_parent_only,1,1,0.586,0.7873,0.4827
doc010_q05,doc010,dat_no_self_scoring,1,1,0.3492,0.7745,0.7035
doc010_q06,doc010,dat_full,1,1,0.8506,0.7212,0.7689
doc010_q06,doc010,flat_rag,1,1,0.5119,0.5041,0.6565
doc010_q06,doc010,section_rag,0,1,0.633,0.8036,0.7248
doc010_q06,doc010,long_context,,,,,
doc010_q06,doc010,dat_no_expansion,1,1,0.6696,0.5023,0.772
doc010_q06,doc010,dat_parent_only,0,1,0.5065,0.6127,0.2053
doc010_q06,doc010,dat_no_self_scoring,1,1,0.6392,0.5171,0.5451
doc010_q07,doc010,dat_full,1,1,0.6894,0.6188,0.5163
doc010_q07,doc010,flat_rag,0,1,0.417,0.62,0.53
doc010_q07,doc010,section_rag,0,1,0.7772,0.5298,0.6282
doc010_q07,doc010,long_context,,,,,
doc010_q07,doc010,dat_no_expansion,1,1,0.6935,0.6668,0.3936
doc010_q07,doc010,dat_parent_only,1,1,0.5534,0.7744,0.5599
doc010_q07,doc010,dat_no_self_scoring,1,1,0.6736,0.792,0.5755
doc010_q08,doc010,dat_full,1,1,0.8067,0.609,0.2726
doc010_q08,doc010,flat_rag,0,0,0.5249,0.4732,0.7892
doc010_q08,doc010,section_rag,0,1,0.7169,0.6494,0.431
doc010_q08,doc010,long_context,,,,,
doc010_q08,doc010,dat_no_expansion,1,1,0.4925,0.7891,0.4244
doc010_q08,doc010,dat_parent_only,0,0,0.5697,0.8247,0.5264
doc010_q08,doc010,dat_no_self_scoring,0,1,0.8209,0.7824,0.51
doc011_q01,doc011,dat_full,0,1,0.7395,0.8963,0.5739
doc011_q01,doc011,flat_rag,1,1,0.538,0.2668,0.4638
doc011_q01,doc011,section_rag,0,1,0.582,0.6544,0.594
doc011_q01,doc011,long_context,,,,,
doc011_q01,doc011,dat_no_expansion,1,1,1,0.6979,0.5711
doc011_q01,doc011,dat_parent_only,0,1,0.7141,0.7382,0.7617
doc011_q01,doc011,dat_no_self_scoring,0,1,0.6635,0.6471,0.5273
doc011_q02,doc011,dat_full,1,1,0.6374,0.8287,0.5529
doc011_q02,doc011,flat_rag,0,1,0.465,0.4642,0.4262
doc011_q02,doc011,section_rag,0,1,0.6303,0.7419,0.6286
doc011_q02,doc011,long_context,,,,,
doc011_q02,doc011,dat_no_expansion,1,1,0.8312,0.7819,0.548
doc011_q02,doc011,dat_parent_only,1,1,0.773,0.766,0.5773
doc011_q02,doc011,dat_no_self_scoring,0,1,0.8797,0.8052,0.5766
doc011_q03,doc011,dat_full,1,1,0.7139,0.8425,0.6577
doc011_q03,doc011,flat_rag,1,1,0.3733,0.688,0.6646
doc011_q03,doc011,section_rag,0,1,0.4971,0.6819,0.6075
doc011_q03,doc011,long_context,,,,,
doc011_q03,doc011,dat_no_expansion,1,1,0.5558,0.6173,0.5485
doc011_q03,doc011,dat_parent_only,0,1,0.7962,0.8205,0.4279
doc011_q03,doc011,dat_no_self_scoring,0,1,0.5027,0.5819,0.5805
doc011_q04,doc011,dat_full,1,1,0.6072,0.8916,0.5143
doc011_q04,doc011,flat_rag,0,0,0.4876,0.4495,1
doc011_q04,doc011,section_rag,1,1,0.526,0.703,0.497
doc011_q04,doc011,long_context,,,,,
doc011_q04,doc011,dat_no_expansion,1,1,0.6711,0.6308,0.353
doc011_q04,doc011,dat_parent_only,0,1,0.8296,0.7106,0.6967
doc011_q04,doc011,dat_no_self_scoring,0,0,0.6611,0.6626,0.6009
doc011_q05,doc011,dat_full,0,1,1,0.9786,0.5477
doc011_q05,doc011,flat_rag,0,1,0.6368,0.5208,0.8525
doc011_q05,doc011,section_rag,1,1,0.7325,0.5907,0.6649
doc011_q05,doc011,long_context,,,,,
doc011_q05,doc011,dat_no_expansion,1,1,0.6248,0.8192,0.6225
doc011_q05,doc011,dat_parent_only,1,1,0.7917,0.7134,0.5436
doc011_q05,doc011,dat_no_self_scoring,0,1,0.6857,0.4668,0.6311
doc011_q06,doc011,dat_full,1,1,0.9116,0.7554,0.6795
doc011_q06,doc011,flat_rag,1,1,0.3242,0.8016,0.6017
doc011_q06,doc011,section_rag,0,1,0.6027,0.5795,0.6189
doc011_q06,doc011,long_context,,,,,
doc011_q06,doc011,dat_no_expansion,1,1,0.778,0.7569,0.457
doc011_q06,doc011,dat_parent_only,1,1,0.7381,0.4823,0.6414
doc011_q06,doc011,dat_no_self_scoring,0,1,0.5512,0.5743,0.438
doc011_q07,doc011,dat_full,1,1,0.579,0.7523,0.5468
doc011_q07,doc011,flat_rag,0,1,0.636,0.5245,0.4281
doc011_q07,doc011,section_rag,0,1,0.6018,0.8182,0.6539
doc011_q07,doc011,long_context,,,,,
doc011_q07,doc011,dat_no_expansion,1,1,0.8393,0.7097,0.5096
doc011_q07,doc011,dat_parent_only,1,1,0.7209,0.7514,0.5656
doc011_q07,doc011,dat_no_self_scoring,0,1,0.5341,0.5381,0.4164
doc011_q08,doc011,dat_full,1,1,0.5613,0.7405,0.7536
doc011_q08,doc011,flat_rag,0,1,0.6815,0.591,0.6548
doc011_q08,doc011,section_rag,1,1,0.7462,0.724,0.7111
doc011_q08,doc011,long_context,,,,,
doc011_q08,doc011,dat_no_expansion,1,1,0.6316,0.8693,0.7667
doc011_q08,doc011,dat_parent_only,0,0,0.6604,0.8474,0.4939
doc011_q08,doc011,dat_no_self_scoring,1,1,0.552,0.4909,0.5535
doc012_q01,doc012,dat_full,0,1,0.865,0.7327,0.1946
doc012_q01,doc012,flat_rag,0,0,0.4862,0.7291,0.8044
doc012_q01,doc012,section_rag,0,1,0.7829,0.5558,0.7496
doc012_q01,doc012,long_context,,,,,
doc012_q01,doc012,dat_no_expansion,1,1,0.8005,0.7064,0.6893
doc012_q01,doc012,dat_parent_only,1,1,0.4824,0.7201,0.5943
doc012_q01,doc012,dat_no_self_scoring,0,1,0.617,0.7465,0.4923
doc012_q02,doc012,dat_full,0,0,0.7615,0.9047,0.6873
doc012_q02,doc012,flat_rag,1,1,0.5085,0.5929,0.484
doc012_q02,doc012,section_rag,1,1,0.7482,0.5719,0.4298
doc012_q02,doc012,long_context,,,,,
doc012_q02,doc012,dat_no_expansion,1,1,0.9176,0.6407,0.6244
doc012_q02,doc012,dat_parent_only,1,1,0.6382,0.6608,0.4807
doc012_q02,doc012,dat_no_self_scoring,1,1,0.5842,0.6247,0.4637
doc012_q03,doc012,dat_full,0,1,1,1,0.4913
doc012_q03,doc012,flat_rag,0,0,0.5051,0.7108,0.4478
doc012_q03,doc012,section_rag,0,1,0.9844,0.98,0.53
doc012_q03,doc012,long_context,,,,,
doc012_q03,doc012,dat_no_expansion,1,1,0.8233,0.7048,0.1914
doc012_q03,doc012,dat_parent_only,0,1,0.6691,0.4912,0.697
doc012_q03,doc012,dat_no_self_scoring,0,0,0.596,0.8168,0.6454
doc012_q04,doc012,dat_full,1,1,0.7437,0.5712,0.5201
doc012_q04,doc012,flat_rag,0,1,0.5889,0.6676,0.8071
doc012_q04,doc012,section_rag,1,1,0.5736,0.6224,0.9103
doc012_q04,doc012,long_context,,,,,
doc012_q04,doc012,dat_no_expansion,0,1,0.9046,0.4636,0.3614
doc012_q04,doc012,dat_parent_only,0,0,0.8203,0.6102,0.6535
doc012_q04,doc012,dat_no_self_scoring,1,1,0.515,0.6119,0.3951
doc012_q05,doc012,dat_full,1,1,0.7094,0.9554,0.5619
doc012_q05,doc012,flat_rag,1,1,0.3446,0.5574,0.6779
doc012_q05,doc012,section_rag,0,1,0.9294,0.7086,0.8838
doc012_q05,doc012,long_context,,,,,
doc012_q05,doc012,dat_no_expansion,1,1,0.5545,0.8008,0.7238
doc012_q05,doc012,dat_parent_only,0,1,0.8452,0.8305,0.542
doc012_q05,doc012,dat_no_self_scoring,0,0,0.7252,0.7994,0.6905
doc012_q06,doc012,dat_full,1,1,0.5416,0.8346,0.9719
doc012_q06,doc012,flat_rag,1,1,0.6838,0.7772,0.7691
doc012_q06,doc012,section_rag,1,1,0.7242,1,0.3195
doc012_q06,doc012,long_context,,,,,
doc012_q06,doc012,dat_no_expansion,1,1,0.7561,0.7209,0.4593
doc012_q06,doc012,dat_parent_only,0,1,0.3804,0.7663,0.3342
doc012_q06,doc012,dat_no_self_scoring,1,1,0.8047,0.5709,0.4597
doc012_q07,doc012,dat_full,1,1,1,0.6838,0.8136
doc012_q07,doc012,flat_rag,1,1,0.387,0.5999,0.3417
doc012_q07,doc012,section_rag,0,1,0.7907,0.4658,0.5666
doc012_q07,doc012,long_context,,,,,
doc012_q07,doc012,dat_no_expansion,1,1,0.7865,0.63,0.5669
doc012_q07,doc012,dat_parent_only,1,1,0.5465,0.5934,0.6259
doc012_q07,doc012,dat_no_self_scoring,0,1,0.7894,0.6489,0.2519
doc012_q08,doc012,dat_full,1,1,0.8191,0.8566,0.6607
doc012_q08,doc012,flat_rag,0,0,0.4313,0.2387,0.7422
doc012_q08,doc012,section_rag,1,1,0.7422,0.7931,0.4457
doc012_q08,doc012,long_context,,,,,
doc012_q08,doc012,dat_no_expansion,0,1,0.6289,0.7134,0.4122
doc012_q08,doc012,dat_parent_only,1,1,0.5517,0.7077,0.4563
doc012_q08,doc012,dat_no_self_scoring,0,1,0.6152,0.8712,0.6456
doc013_q01,doc013,dat_full,1,1,0.7785,0.7516,0.741
doc013_q01,doc013,flat_rag,1,1,0.5329,0.4359,0.6761
doc013_q01,doc013,section_rag,0,1,0.7557,0.496,0.5165
doc013_q01,doc013,long_context,,,,,
doc013_q01,doc013,dat_no_expansion,1,1,0.8326,0.7122,0.9141
doc013_q01,doc013,dat_parent_only,0,1,0.6145,0.5218,0.782
doc013_q01,doc013,dat_no_self_scoring,1,1,0.7087,0.5596,0.4869
doc013_q02,doc013,dat_full,1,1,0.4907,0.5684,0.6049
doc013_q02,doc013,flat_rag,1,1,0.5288,0.7664,0.4676
doc013_q02,doc013,section_rag,0,1,0.6156,0.6685,0.6128
doc013_q02,doc013,long_context,,,,,
doc013_q02,doc013,dat_no_expansion,1,1,0.8603,0.8752,0.613
doc013_q02,doc013,dat_parent_only,1,1,0.8331,0.7688,0.1041
doc013_q02,doc013,dat_no_self_scoring,0,1,0.5772,0.6014,0.7045
doc013_q03,doc013,dat_full,1,1,0.6,0.8468,0.6597
doc013_q03,doc013,flat_rag,0,0,0.2938,0.6894,0.5468
doc013_q03,doc013,section_rag,1,1,0.7309,0.7582,0.4425
doc013_q03,doc013,long_context,,,,,
doc013_q03,doc013,dat_no_expansion,1,1,0.6299,0.6767,0.718
doc013_q03,doc013,dat_parent_only,1,1,0.4926,0.6856,0.5007
doc013_q03,doc013,dat_no_self_scoring,1,1,0.7802,0.7297,0.5747
doc013_q04,doc013,dat_full,1,1,1,0.6508,0.7837
doc013_q04,doc013,flat_rag,0,0,0.2021,0.5747,0.7557
doc013_q04,doc013,section_rag,0,1,0.5261,0.5619,0.5052
doc013_q04,doc013,long_context,,,,,
doc013_q04,doc013,dat_no_expansion,1,1,0.5673,0.5244,0.6161
doc013_q04,doc013,dat_parent_only,0,1,0.8095,0.7176,0.491
doc013_q04,doc013,dat_no_self_scoring,0,1,0.5864,0.6701,0.4795
doc013_q05,doc013,dat_full,1,1,0.7084,0.7932,0.6976
doc013_q05,doc013,flat_rag,0,1,0.4173,0.6161,0.3039
doc013_q05,doc013,section_rag,0,1,0.6513,0.7133,0.4792
doc013_q05,doc013,long_context,,,,,
doc013_q05,doc013,dat_no_expansion,1,1,0.9403,0.7247,0.5069
doc013_q05,doc013,dat_parent_only,1,1,0.75,0.7982,0.3509
doc013_q05,doc013,dat_no_self_scoring,1,1,0.6032,0.8112,0.6563
doc013_q06,doc013,dat_full,1,1,1,0.9175,0.2972
doc013_q06,doc013,flat_rag,0,0,0.1668,0.5116,0.6476
doc013_q06,doc013,section_rag,0,1,0.2843,0.7477,0.5625
doc013_q06,doc013,long_context,,,,,
doc013_q06,doc013,dat_no_expansion,1,1,0.8611,0.6591,0.2893
doc013_q06,doc013,dat_parent_only,1,1,0.5018,0.5677,0.9609
doc013_q06,doc013,dat_no_self_scoring,1,1,0.524,0.543,0.3285
doc013_q07,doc013,dat_full,0,1,0.9451,0.7136,0.5183
doc013_q07,doc013,flat_rag,1,1,0.3094,0.6072,0.3247
doc013_q07,doc013,section_rag,0,1,0.6572,0.8127,0.5847
doc013_q07,doc013,long_context,,,,,
doc013_q07,doc013,dat_no_expansion,1,1,0.7336,0.5326,0.7534
doc013_q07,doc013,dat_parent_only,1,1,0.4185,0.6456,0.6178
doc013_q07,doc013,dat_no_self_scoring,1,1,0.7478,0.742,0.768
doc013_q08,doc013,dat_full,1,1,0.7064,0.8348,0.6366
doc013_q08,doc013,flat_rag,0,1,0.761,0.5747,0.82
doc013_q08,doc013,section_rag,1,1,0.6754,0.5795,0.6917
doc013_q08,doc013,long_context,,,,,
doc013_q08,doc013,dat_no_expansion,1,1,0.8831,0.7684,0.516
doc013_q08,doc013,dat_parent_only,1,1,0.7203,0.6704,0.7399
doc013_q08,doc013,dat_no_self_scoring,0,1,0.452,0.4971,0.647
doc014_q01,doc014,dat_full,1,1,0.8332,0.7664,0.4747
doc014_q01,doc014,flat_rag,1,1,0.8134,0.5681,0.5555
doc014_q01,doc014,section_rag,1,1,0.7703,0.6516,0.5842
doc014_q01,doc014,long_context,,,,,
doc014_q01,doc014,dat_no_expansion,1,1,0.6294,0.7254,0.4357
doc014_q01,doc014,dat_parent_only,1,1,0.5952,0.7741,0.5856
doc014_q01,doc014,dat_no_self_scoring,0,1,0.6073,0.5663,0.4076
doc014_q02,doc014,dat_full,1,1,0.6584,0.8985,0.4933
doc014_q02,doc014,flat_rag,1,1,0.414,0.4665,0.6876
doc014_q02,doc014,section_rag,1,1,0.5239,0.7642,0.4456
doc014_q02,doc014,long_context,,,,,
doc014_q02,doc014,dat_no_expansion,1,1,0.4418,0.4798,0.3943
doc014_q02,doc014,dat_parent_only,1,1,0.8035,0.7641,0.1424
doc014_q02,doc014,dat_no_self_scoring,1,1,0.5459,0.8862,0.6663
doc014_q03,doc014,dat_full,0,1,0.6098,0.7851,0.5154
doc014_q03,doc014,flat_rag,0,1,0.4623,0.6419,0.3995
doc014_q03,doc014,section_rag,0,0,0.79,0.6907,0.556
doc014_q03,doc014,long_context,,,,,
doc014_q03,doc014,dat_no_expansion,1,1,0.7547,0.9026,0.8428
doc014_q03,doc014,dat_parent_only,1,1,0.6972,0.5809,0.7179
doc014_q03,doc014,dat_no_self_scoring,1,1,0.5816,0.5182,0.9201
doc014_q04,doc014,dat_full,0,1,0.6835,0.7249,0.4868
doc014_q04,doc014,flat_rag,0,1,0.4218,0.4332,0.6788
doc014_q04,doc014,section_rag,1,1,0.7558,0.7902,0.7893
doc014_q04,doc014,long_context,,,,,
doc014_q04,doc014,dat_no_expansion,1,1,0.935,0.6783,0.1715
doc014_q04,doc014,dat_parent_only,0,1,0.7975,0.8262,0.8778
doc014_q04,doc014,dat_no_self_scoring,0,0,0.7477,0.5406,0.3636
doc014_q05,doc014,dat_full,1,1,0.6539,0.9468,0.5271
doc014_q05,doc014,flat_rag,1,1,0.5485,0.4278,0.335
doc014_q05,doc014,section_rag,1,1,0.5851,0.6147,0.4698
doc014_q05,doc014,long_context,,,,,
doc014_q05,doc014,dat_no_expansion,0,1,0.6091,0.7311,0.4964
doc014_q05,doc014,dat_parent_only,1,1,0.6971,0.8685,0.4129
doc014_q05,doc014,dat_no_self_scoring,1,1,0.5042,0.6199,0.4944
doc014_q06,doc014,dat_full,0,1,0.845,0.8784,0.7111
doc014_q06,doc014,flat_rag,0,1,0.5385,0.6752,0.7239
doc014_q06,doc014,section_rag,1,1,0.4111,0.69,0.4377
doc014_q06,doc014,long_context,,,,,
doc014_q06,doc014,dat_no_expansion,1,1,0.9338,0.7594,0.6259
doc014_q06,doc014,dat_parent_only,0,1,0.5694,0.9897,0.594
doc014_q06,doc014,dat_no_self_scoring,1,1,0.6018,0.4413,0.7017
doc014_q07,doc014,dat_full,1,1,1,0.8385,0.5374
doc014_q07,doc014,flat_rag,1,1,0.5786,0.5766,0.6544
doc014_q07,doc014,section_rag,1,1,0.4537,0.7889,0.8073
doc014_q07,doc014,long_context,,,,,
doc014_q07,doc014,dat_no_expansion,1,1,0.686,0.7045,0.3816
doc014_q07,doc014,dat_parent_only,1,1,0.7674,0.5517,0.3666
doc014_q07,doc014,dat_no_self_scoring,0,1,0.7154,0.6126,0.74
doc014_q08,doc014,dat_full,0,1,0.8548,0.8315,0.4265
doc014_q08,doc014,flat_rag,0,1,0.6925,0.4008,0.6285
doc014_q08,doc014,section_rag,1,1,0.3881,0.6384,0.7355
doc014_q08,doc014,long_context,,,,,
doc014_q08,doc014,dat_no_expansion,0,1,0.5903,0.7507,0.7379
doc014_q08,doc014,dat_parent_only,1,1,0.8353,0.7454,0.6735
doc014_q08,doc014,dat_no_self_scoring,0,1,0.6269,0.4902,0.7197
doc015_q01,doc015,dat_full,0,1,0.8588,0.7254,0.6182
doc015_q01,doc015,flat_rag,1,1,0.3548,0.4589,0.8249
doc015_q01,doc015,section_rag,1,1,0.8248,0.6409,0.5499
doc015_q01,doc015,long_context,,,,,
doc015_q01,doc015,dat_no_expansion,0,1,0.946,0.7661,0.614
doc015_q01,doc015,dat_parent_only,0,1,0.5265,0.6406,0.6963
doc015_q01,doc015,dat_no_self_scoring,0,1,0.7913,0.565,0.4854
doc015_q02,doc015,dat_full,1,1,1,0.5368,0.555
doc015_q02,doc015,flat_rag,0,1,0.5819,0.4841,0.8629
