query_id,doc_id,method,llm_calls,total_tokens,latency_seconds,estimated_cost_usd
doc008_q05,doc008,long_context,1,10921,2.497,0.001902
doc008_q05,doc008,dat_no_expansion,7,10923,3.409,0.001951
doc008_q05,doc008,dat_parent_only,7,10240,1.913,0.002564
doc008_q05,doc008,dat_no_self_scoring,6,11367,3.657,0.001159
doc008_q06,doc008,dat_full,12,10183,4.777,0.002411
doc008_q06,doc008,flat_rag,2,5028,2.078,0.001068
doc008_q06,doc008,section_rag,3,6679,2.93,0.00178
doc008_q06,doc008,long_context,1,13316,3.427,0.001738
doc008_q06,doc008,dat_no_expansion,9,10187,4.048,0.001433
doc008_q06,doc008,dat_parent_only,6,8336,4.223,0.002543
doc008_q06,doc008,dat_no_self_scoring,7,7184,2.633,0.001481
doc008_q07,doc008,dat_full,13,9956,5.254,0.003209
doc008_q07,doc008,flat_rag,2,4538,2.479,0.000944
doc008_q07,doc008,section_rag,3,6335,3.638,0.001854
doc008_q07,doc008,long_context,2,14375,4.762,0.002873
doc008_q07,doc008,dat_no_expansion,9,7772,4.492,0.002732
doc008_q07,doc008,dat_parent_only,7,9416,4.6,0.001873
doc008_q07,doc008,dat_no_self_scoring,7,9002,3.633,0.001916
doc008_q08,doc008,dat_full,11,13989,4.467,0.00351
doc008_q08,doc008,flat_rag,2,4990,2.464,0.000976
doc008_q08,doc008,section_rag,3,7189,3.443,0.00145
doc008_q08,doc008,long_context,1,10903,4.216,0.002644
doc008_q08,doc008,dat_no_expansion,8,12565,3.031,0.002903
doc008_q08,doc008,dat_parent_only,7,7770,3.517,0.00206
doc008_q08,doc008,dat_no_self_scoring,7,7505,2.307,0.001764
doc009_q01,doc009,dat_full,10,12525,5.184,0.003189
doc009_q01,doc009,flat_rag,2,5322,2.538,0.000749
doc009_q01,doc009,section_rag,3,7861,2.38,0.001201
doc009_q01,doc009,long_context,2,13668,3.946,0.002555
doc009_q01,doc009,dat_no_expansion,10,8649,3.959,0.002543
doc009_q01,doc009,dat_parent_only,6,7765,2.963,0.001537
doc009_q01,doc009,dat_no_self_scoring,7,8023,4.284,0.001647
doc009_q02,doc009,dat_full,12,10145,6.701,0.002294
doc009_q02,doc009,flat_rag,2,4625,2.367,0.001385
doc009_q02,doc009,section_rag,4,7910,2.982,0.001335
doc009_q02,doc009,long_context,2,9068,4.136,0.002672
doc009_q02,doc009,dat_no_expansion,9,10389,2.824,0.001836
doc009_q02,doc009,dat_parent_only,6,7889,2.843,0.001789
doc009_q02,doc009,dat_no_self_scoring,7,9657,3.382,0.00203
doc009_q03,doc009,dat_full,10,11953,4.935,0.00299
doc009_q03,doc009,flat_rag,2,3970,2.294,0.001077
doc009_q03,doc009,section_rag,3,7074,3.908,0.001005
doc009_q03,doc009,long_context,1,15820,3.998,0.002611
doc009_q03,doc009,dat_no_expansion,8,11327,2.497,0.002227
doc009_q03,doc009,dat_parent_only,6,10474,3.07,0.002416
doc009_q03,doc009,dat_no_self_scoring,6,7466,4.133,0.001578
doc009_q04,doc009,dat_full,12,10224,4.669,0.003236
doc009_q04,doc009,flat_rag,2,5935,1.369,0.001102
doc009_q04,doc009,section_rag,3,8732,3.215,0.001417
doc009_q04,doc009,long_context,1,12373,4.786,0.002116
doc009_q04,doc009,dat_no_expansion,9,8803,5.356,0.002025
doc009_q04,doc009,dat_parent_only,7,7612,2.252,0.001924
doc009_q04,doc009,dat_no_self_scoring,6,7692,4.58,0.001731
doc009_q05,doc009,dat_full,12,12085,4.119,0.003099
doc009_q05,doc009,flat_rag,1,4391,2.392,0.001263
doc009_q05,doc009,section_rag,3,6387,2.821,0.001216
doc009_q05,doc009,long_context,2,15169,4.002,0.002778
doc009_q05,doc009,dat_no_expansion,8,8772,3.277,0.002743
doc009_q05,doc009,dat_parent_only,7,6719,3.842,0.002256
doc009_q05,doc009,dat_no_self_scoring,5,10895,3.211,0.002195
doc009_q06,doc009,dat_full,10,11326,4.471,0.003095
doc009_q06,doc009,flat_rag,2,5785,2.472,0.000829
doc009_q06,doc009,section_rag,3,6524,2.769,0.001516
doc009_q06,doc009,long_context,2,15160,2.962,0.002074
doc009_q06,doc009,dat_no_expansion,7,10391,4.336,0.00321
doc009_q06,doc009,dat_parent_only,8,8854,3.82,0.00153
doc009_q06,doc009,dat_no_self_scoring,8,7102,3.374,0.001675
doc009_q07,doc009,dat_full,10,11332,5.915,0.003311
doc009_q07,doc009,flat_rag,2,5274,2.264,0.000707
doc009_q07,doc009,section_rag,4,7835,1.782,0.001994
doc009_q07,doc009,long_context,2,14785,3.305,0.002311
doc009_q07,doc009,dat_no_expansion,9,7567,4.463,0.002516
doc009_q07,doc009,dat_parent_only,6,8397,2.53,0.002924
doc009_q07,doc009,dat_no_self_scoring,6,10829,4.488,0.001457
doc009_q08,doc009,dat_full,9,10526,3.583,0.002017
doc009_q08,doc009,flat_rag,2,6870,1.986,0.000652
doc009_q08,doc009,section_rag,4,7006,2.857,0.001342
doc009_q08,doc009,long_context,2,10375,3.598,0.002215
doc009_q08,doc009,dat_no_expansion,7,10026,4.091,0.00184
doc009_q08,doc009,dat_parent_only,8,10499,3.657,0.002018
doc009_q08,doc009,dat_no_self_scoring,7,7534,4.102,0.001295
doc010_q01,doc010,dat_full,11,11982,5.713,0.003083
doc010_q01,doc010,flat_rag,2,5594,3.054,0.001264
doc010_q01,doc010,section_rag,4,8550,3.467,0.001678
doc010_q01,doc010,long_context,2,10532,3.308,0.002396
doc010_q01,doc010,dat_no_expansion,8,11991,5.008,0.002416
doc010_q01,doc010,dat_parent_only,7,10260,3.772,0.00207
doc010_q01,doc010,dat_no_self_scoring,7,11112,2.287,0.001607
doc010_q02,doc010,dat_full,11,12913,3.744,0.003004
doc010_q02,doc010,flat_rag,2,5296,2.56,0.001053
doc010_q02,doc010,section_rag,4,7701,2.494,0.001894
doc010_q02,doc010,long_context,2,11726,3.612,0.003172
doc010_q02,doc010,dat_no_expansion,9,12435,2.979,0.00255
doc010_q02,doc010,dat_parent_only,7,9867,3.061,0.002691
doc010_q02,doc010,dat_no_self_scoring,7,8953,3.462,0.001722
doc010_q03,doc010,dat_full,11,11572,4.862,0.002713
doc010_q03,doc010,flat_rag,2,3985,1.933,0.001165
doc010_q03,doc010,section_rag,3,6278,3.333,0.001449
doc010_q03,doc010,long_context,2,13599,2.704,0.001742
doc010_q03,doc010,dat_no_expansion,8,7986,3.719,0.002797
doc010_q03,doc010,dat_parent_only,6,5955,3.407,0.001918
doc010_q03,doc010,dat_no_self_scoring,6,8313,3.403,0.001883
doc010_q04,doc010,dat_full,12,11824,5.004,0.002951
doc010_q04,doc010,flat_rag,2,6785,2.461,0.00122
doc010_q04,doc010,section_rag,3,8370,3.456,0.001569
doc010_q04,doc010,long_context,2,12146,4.358,0.002322
doc010_q04,doc010,dat_no_expansion,8,8122,3.067,0.002336
doc010_q04,doc010,dat_parent_only,7,9439,4.476,0.002108
doc010_q04,doc010,dat_no_self_scoring,6,7771,1.625,0.002012
doc010_q05,doc010,dat_full,11,14398,5.223,0.004527
doc010_q05,doc010,flat_rag,2,4644,2.735,0.000722
doc010_q05,doc010,section_rag,4,5887,3.771,0.001755
doc010_q05,doc010,long_context,2,15743,3.803,0.002163
doc010_q05,doc010,dat_no_expansion,9,9809,4.338,0.002384
doc010_q05,doc010,dat_parent_only,7,9209,5.171,0.001651
doc010_q05,doc010,dat_no_self_scoring,6,8226,2.687,0.001404
doc010_q06,doc010,dat_full,12,11266,4.465,0.002969
doc010_q06,doc010,flat_rag,2,6144,2.551,0.001071
doc010_q06,doc010,section_rag,3,8615,1.804,0.001596
doc010_q06,doc010,long_context,1,13105,3.404,0.001875
doc010_q06,doc010,dat_no_expansion,8,8574,4.325,0.002175
doc010_q06,doc010,dat_parent_only,8,11151,2.655,0.002034
doc010_q06,doc010,dat_no_self_scoring,6,9305,3.629,0.002162
doc010_q07,doc010,dat_full,12,9263,4.349,0.002852
doc010_q07,doc010,flat_rag,2,4846,2.402,0.001282
doc010_q07,doc010,section_rag,3,7268,3.313,0.001826
doc010_q07,doc010,long_context,2,11450,4.655,0.001896
doc010_q07,doc010,dat_no_expansion,8,9444,6.028,0.002501
doc010_q07,doc010,dat_parent_only,7,8337,4.019,0.002261
doc010_q07,doc010,dat_no_self_scoring,8,7576,3.465,0.002221
doc010_q08,doc010,dat_full,12,10705,2.812,0.003308
doc010_q08,doc010,flat_rag,2,5686,2.587,0.001001
doc010_q08,doc010,section_rag,4,6721,3.559,0.001833
doc010_q08,doc010,long_context,2,14323,3.833,0.002064
doc010_q08,doc010,dat_no_expansion,7,10916,2.699,0.00264
doc010_q08,doc010,dat_parent_only,7,8963,3.715,0.001937
doc010_q08,doc010,dat_no_self_scoring,6,8134,3.815,0.001379
doc011_q01,doc011,dat_full,11,9684,5.179,0.002908
doc011_q01,doc011,flat_rag,2,6568,1.403,0.000574
doc011_q01,doc011,section_rag,4,7055,3.62,0.001959
doc011_q01,doc011,long_context,1,14460,4.6,0.002045
doc011_q01,doc011,dat_no_expansion,8,6513,3.926,0.002631
doc011_q01,doc011,dat_parent_only,8,6605,2.913,0.002578
doc011_q01,doc011,dat_no_self_scoring,6,8558,2.204,0.001686
doc011_q02,doc011,dat_full,12,10143,2.783,0.003068
doc011_q02,doc011,flat_rag,2,6316,2.109,0.001156
doc011_q02,doc011,section_rag,2,9023,2.944,0.001466
doc011_q02,doc011,long_context,2,16179,3.503,0.002708
doc011_q02,doc011,dat_no_expansion,9,10367,3.63,0.002665
doc011_q02,doc011,dat_parent_only,6,11143,3.615,0.001569
doc011_q02,doc011,dat_no_self_scoring,6,8449,3.172,0.001452
doc011_q03,doc011,dat_full,12,11388,4.59,0.00195
doc011_q03,doc011,flat_rag,2,4913,2.34,0.001046
doc011_q03,doc011,section_rag,3,8025,3.738,0.002376
doc011_q03,doc011,long_context,2,16576,3.703,0.00202
doc011_q03,doc011,dat_no_expansion,8,8247,2.639,0.002247
doc011_q03,doc011,dat_parent_only,7,9715,4.135,0.002026
doc011_q03,doc011,dat_no_self_scoring,6,11399,3.506,0.001884
doc011_q04,doc011,dat_full,13,10783,4.98,0.001031
doc011_q04,doc011,flat_rag,2,4790,3.167,0.000843
doc011_q04,doc011,section_rag,4,7008,3.036,0.001583
doc011_q04,doc011,long_context,2,11170,5.025,0.002616
doc011_q04,doc011,dat_no_expansion,7,10932,4.573,0.002647
doc011_q04,doc011,dat_parent_only,6,9207,3.404,0.002022
doc011_q04,doc011,dat_no_self_scoring,6,8271,4.247,0.001767
doc011_q05,doc011,dat_full,11,11385,3.327,0.002759
doc011_q05,doc011,flat_rag,2,4277,2.002,0.001502
doc011_q05,doc011,section_rag,3,9059,2.3,0.001977
doc011_q05,doc011,long_context,1,13066,3.443,0.002542
doc011_q05,doc011,dat_no_expansion,9,9104,4.856,0.002122
doc011_q05,doc011,dat_parent_only,8,10507,4.117,0.002544
doc011_q05,doc011,dat_no_self_scoring,6,9986,3.454,0.001375
doc011_q06,doc011,dat_full,13,11311,5.645,0.003322
doc011_q06,doc011,flat_rag,2,6131,2.178,0.00111
doc011_q06,doc011,section_rag,4,6289,3.657,0.001593
doc011_q06,doc011,long_context,2,15263,3.705,0.003097
doc011_q06,doc011,dat_no_expansion,8,10335,4.039,0.001549
doc011_q06,doc011,dat_parent_only,7,4867,2.726,0.002163
doc011_q06,doc011,dat_no_self_scoring,6,10170,3.209,0.002321
doc011_q07,doc011,dat_full,11,12139,4.797,0.002275
doc011_q07,doc011,flat_rag,2,5652,2.293,0.001071
doc011_q07,doc011,section_rag,3,7364,2.831,0.002061
doc011_q07,doc011,long_context,2,10310,3.522,0.0023
doc011_q07,doc011,dat_no_expansion,8,9130,3.852,0.002421
doc011_q07,doc011,dat_parent_only,8,9809,3.28,0.001778
doc011_q07,doc011,dat_no_self_scoring,6,6851,2.782,0.001666
doc011_q08,doc011,dat_full,10,12063,4.494,0.003549
doc011_q08,doc011,flat_rag,2,5501,2.112,0.001177
doc011_q08,doc011,section_rag,3,7537,2.594,0.001373
doc011_q08,doc011,long_context,1,14363,3.382,0.001868
doc011_q08,doc011,dat_no_expansion,8,9336,5.002,0.00209
doc011_q08,doc011,dat_parent_only,8,11275,2.976,0.002272
doc011_q08,doc011,dat_no_self_scoring,6,5750,4.089,0.001783
doc012_q01,doc012,dat_full,9,9551,5.29,0.004069
doc012_q01,doc012,flat_rag,2,5205,2.319,0.000944
doc012_q01,doc012,section_rag,4,7582,3.49,0.001592
doc012_q01,doc012,long_context,2,14147,3.864,0.002997
doc012_q01,doc012,dat_no_expansion,9,8305,4.405,0.002413
doc012_q01,doc012,dat_parent_only,8,7073,3.801,0.00217
doc012_q01,doc012,dat_no_self_scoring,6,9623,3.625,0.002288
doc012_q02,doc012,dat_full,11,12056,5.304,0.00274
doc012_q02,doc012,flat_rag,2,5821,1.492,0.001043
doc012_q02,doc012,section_rag,3,8475,2.827,0.001859
doc012_q02,doc012,long_context,1,11861,4.006,0.002973
doc012_q02,doc012,dat_no_expansion,7,8181,3.223,0.002339
doc012_q02,doc012,dat_parent_only,5,8550,2.902,0.002005
doc012_q02,doc012,dat_no_self_scoring,7,7332,4.011,0.001263
doc012_q03,doc012,dat_full,10,14360,4.978,0.00346
doc012_q03,doc012,flat_rag,2,3070,1.725,0.001154
doc012_q03,doc012,section_rag,4,6717,2.535,0.001792
doc012_q03,doc012,long_context,2,12535,2.719,0.002701
doc012_q03,doc012,dat_no_expansion,9,9631,4.412,0.002707
doc012_q03,doc012,dat_parent_only,8,9509,4.071,0.002637
doc012_q03,doc012,dat_no_self_scoring,6,8523,3.417,0.001805
doc012_q04,doc012,dat_full,11,13623,2.505,0.00287
doc012_q04,doc012,flat_rag,2,4557,2.11,0.00101
doc012_q04,doc012,section_rag,4,7363,3.034,0.00141
doc012_q04,doc012,long_context,2,15495,3.855,0.001393
doc012_q04,doc012,dat_no_expansion,9,11245,3.638,0.001856
doc012_q04,doc012,dat_parent_only,7,10833,4.267,0.002178
doc012_q04,doc012,dat_no_self_scoring,6,7040,4.72,0.001488
doc012_q05,doc012,dat_full,10,12054,4.325,0.002886
doc012_q05,doc012,flat_rag,2,5431,1.994,0.00103
doc012_q05,doc012,section_rag,3,7971,2.215,0.001951
doc012_q05,doc012,long_context,2,14062,5.179,0.002504
doc012_q05,doc012,dat_no_expansion,9,8410,3.536,0.001707
doc012_q05,doc012,dat_parent_only,8,9982,2.518,0.002388
doc012_q05,doc012,dat_no_self_scoring,7,9961,3.193,0.001736
doc012_q06,doc012,dat_full,12,12017,4.856,0.003642
doc012_q06,doc012,flat_rag,2,4617,2.969,0.001137
doc012_q06,doc012,section_rag,4,6647,3.181,0.001582
doc012_q06,doc012,long_context,2,11846,3.916,0.001932
doc012_q06,doc012,dat_no_expansion,7,8768,4.305,0.001113
doc012_q06,doc012,dat_parent_only,7,7814,4.542,0.001877
doc012_q06,doc012,dat_no_self_scoring,7,7559,3.405,0.001927
doc012_q07,doc012,dat_full,12,12129,3.566,0.003132
doc012_q07,doc012,flat_rag,2,5748,2.313,0.001464
doc012_q07,doc012,section_rag,4,7652,3.359,0.001921
doc012_q07,doc012,long_context,2,12997,4.221,0.002323
doc012_q07,doc012,dat_no_expansion,9,8195,4.075,0.001835
doc012_q07,doc012,dat_parent_only,6,11057,3.773,0.002361
doc012_q07,doc012,dat_no_self_scoring,6,6770,3.236,0.001079
doc012_q08,doc012,dat_full,13,13369,4.57,0.003
doc012_q08,doc012,flat_rag,2,6107,2.066,0.000958
doc012_q08,doc012,section_rag,3,7456,2.735,0.001543
doc012_q08,doc012,long_context,2,19435,3.554,0.001645
doc012_q08,doc012,dat_no_expansion,8,9708,5.062,0.001372
doc012_q08,doc012,dat_parent_only,7,7125,2.671,0.002513
doc012_q08,doc012,dat_no_self_scoring,7,9277,3.909,0.001553
doc013_q01,doc013,dat_full,12,15748,4.07,0.00197
doc013_q01,doc013,flat_rag,2,5016,1.981,0.001218
doc013_q01,doc013,section_rag,4,7367,2.824,0.00178
doc013_q01,doc013,long_context,1,10347,3.774,0.001858
doc013_q01,doc013,dat_no_expansion,7,11267,4.406,0.002417
doc013_q01,doc013,dat_parent_only,6,9857,3.277,0.001728
doc013_q01,doc013,dat_no_self_scoring,6,10638,3.445,0.002067
doc013_q02,doc013,dat_full,10,9757,4.167,0.003177
doc013_q02,doc013,flat_rag,2,4945,1.72,0.001422
doc013_q02,doc013,section_rag,4,9228,2.154,0.001804
doc013_q02,doc013,long_context,1,12814,4.069,0.002714
doc013_q02,doc013,dat_no_expansion,9,8983,4.45,0.002139
doc013_q02,doc013,dat_parent_only,8,11195,2.987,0.002498
doc013_q02,doc013,dat_no_self_scoring,6,10107,3.607,0.001583
doc013_q03,doc013,dat_full,11,8432,5.415,0.003649
doc013_q03,doc013,flat_rag,2,6394,1.775,0.001361
doc013_q03,doc013,section_rag,4,7175,2.941,0.001335
doc013_q03,doc013,long_context,2,13890,3.567,0.002442
doc013_q03,doc013,dat_no_expansion,8,8338,3.134,0.002444
doc013_q03,doc013,dat_parent_only,7,9064,4.154,0.001978
doc013_q03,doc013,dat_no_self_scoring,7,6080,3.373,0.002217
doc013_q04,doc013,dat_full,12,11847,6.145,0.003453
doc013_q04,doc013,flat_rag,2,4453,1.61,0.001049
doc013_q04,doc013,section_rag,3,6731,1.774,0.001319
doc013_q04,doc013,long_context,1,10657,3.365,0.002324
doc013_q04,doc013,dat_no_expansion,7,10635,4.472,0.002945
doc013_q04,doc013,dat_parent_only,6,8701,4.466,0.002215
doc013_q04,doc013,dat_no_self_scoring,7,6910,2.959,0.002216
doc013_q05,doc013,dat_full,12,12116,5.756,0.003135
doc013_q05,doc013,flat_rag,2,6750,2.098,0.001141
doc013_q05,doc013,section_rag,3,5551,3.889,0.001759
doc013_q05,doc013,long_context,1,10784,3.234,0.00226
doc013_q05,doc013,dat_no_expansion,7,9105,3.101,0.002742
doc013_q05,doc013,dat_parent_only,7,9932,2.493,0.002273
doc013_q05,doc013,dat_no_self_scoring,6,7522,3.026,0.001535
doc013_q06,doc013,dat_full,10,11910,5.38,0.003314
doc013_q06,doc013,flat_rag,2,5390,2.622,0.000961
doc013_q06,doc013,section_rag,4,5454,3.021,0.001356
doc013_q06,doc013,long_context,1,9766,4.469,0.002093
doc013_q06,doc013,dat_no_expansion,9,7127,5.335,0.002606
doc013_q06,doc013,dat_parent_only,8,9909,3.331,0.00162
doc013_q06,doc013,dat_no_self_scoring,6,8594,2.452,0.001296
doc013_q07,doc013,dat_full,11,10963,4.602,0.004356
doc013_q07,doc013,flat_rag,2,4518,2.478,0.001366
doc013_q07,doc013,section_rag,3,6314,3.048,0.001667
doc013_q07,doc013,long_context,2,12635,3.471,0.00314
doc013_q07,doc013,dat_no_expansion,10,11175,4.524,0.001507
doc013_q07,doc013,dat_parent_only,6,8138,2.966,0.002316
doc013_q07,doc013,dat_no_self_scoring,6,7496,2.995,0.001301
doc013_q08,doc013,dat_full,10,9557,4.606,0.003624
doc013_q08,doc013,flat_rag,2,6471,2.115,0.001087
doc013_q08,doc013,section_rag,3,5748,3.613,0.001734
doc013_q08,doc013,long_context,2,12908,2.931,0.003014
doc013_q08,doc013,dat_no_expansion,8,9917,5.494,0.002386
doc013_q08,doc013,dat_parent_only,7,9153,4.183,0.001669
doc013_q08,doc013,dat_no_self_scoring,6,9661,3.902,0.001545
doc014_q01,doc014,dat_full,11,11822,3.853,0.004311
doc014_q01,doc014,flat_rag,2,3999,1.642,0.00089
doc014_q01,doc014,section_rag,3,7460,2.713,0.001448
doc014_q01,doc014,long_context,1,13330,4.368,0.002125
doc014_q01,doc014,dat_no_expansion,8,8302,4.265,0.001592
doc014_q01,doc014,dat_parent_only,7,9220,3.66,0.001968
doc014_q01,doc014,dat_no_self_scoring,7,8660,2.848,0.00316
doc014_q02,doc014,dat_full,12,11274,6.092,0.002662
doc014_q02,doc014,flat_rag,2,5258,2.549,0.000616
doc014_q02,doc014,section_rag,3,7275,2.494,0.001772
doc014_q02,doc014,long_context,2,14034,3.644,0.002504
doc014_q02,doc014,dat_no_expansion,9,8470,3.52,0.002707
doc014_q02,doc014,dat_parent_only,7,6847,4.485,0.001601
doc014_q02,doc014,dat_no_self_scoring,6,7655,4.191,0.001851
doc014_q03,doc014,dat_full,12,11125,3.607,0.001875
doc014_q03,doc014,flat_rag,2,6596,2.586,0.001177
doc014_q03,doc014,section_rag,4,5518,2.772,0.001458
doc014_q03,doc014,long_context,2,9747,4.197,0.001317
doc014_q03,doc014,dat_no_expansion,7,8572,4.193,0.002311
doc014_q03,doc014,dat_parent_only,7,8674,4.8,0.003119
doc014_q03,doc014,dat_no_self_scoring,6,7748,2.691,0.001121
doc014_q04,doc014,dat_full,13,10294,6.271,0.002221
doc014_q04,doc014,flat_rag,2,6604,1.53,0.001035
doc014_q04,doc014,section_rag,4,7605,3.258,0.002172
doc014_q04,doc014,long_context,2,14393,3.646,0.001916
doc014_q04,doc014,dat_no_expansion,8,9928,5.334,0.002013
doc014_q04,doc014,dat_parent_only,6,8556,2.149,0.001586
doc014_q04,doc014,dat_no_self_scoring,6,7757,3.554,0.001478
doc014_q05,doc014,dat_full,12,12434,5.835,0.003273
doc014_q05,doc014,flat_rag,2,4849,2.165,0.000984
doc014_q05,doc014,section_rag,4,6732,4.235,0.001605
doc014_q05,doc014,long_context,1,13091,3.549,0.003102
doc014_q05,doc014,dat_no_expansion,6,9467,5.731,0.002733
doc014_q05,doc014,dat_parent_only,8,9187,2.854,0.001963
doc014_q05,doc014,dat_no_self_scoring,6,9929,3.186,0.001809
doc014_q06,doc014,dat_full,12,11213,4.7,0.00182
doc014_q06,doc014,flat_rag,2,4834,2.073,0.000787
doc014_q06,doc014,section_rag,4,7060,2.553,0.001417
doc014_q06,doc014,long_context,2,11027,2.428,0.002401
doc014_q06,doc014,dat_no_expansion,7,7201,3.932,0.002015
doc014_q06,doc014,dat_parent_only,6,9389,1.963,0.00177
doc014_q06,doc014,dat_no_self_scoring,5,6413,4.1,0.002103
doc014_q07,doc014,dat_full,13,12844,5.636,0.002517
doc014_q07,doc014,flat_rag,2,5814,2.511,0.001527
doc014_q07,doc014,section_rag,4,6255,3.059,0.000898
doc014_q07,doc014,long_context,1,12836,3.627,0.00218
doc014_q07,doc014,dat_no_expansion,8,8820,3.625,0.002481
doc014_q07,doc014,dat_parent_only,6,10903,4.387,0.001199
doc014_q07,doc014,dat_no_self_scoring,7,8937,4.231,0.002079
doc014_q08,doc014,dat_full,13,13570,4.738,0.003683
doc014_q08,doc014,flat_rag,2,5694,1.762,0.000881
doc014_q08,doc014,section_rag,4,5628,3.334,0.001902
doc014_q08,doc014,long_context,2,14860,2.722,0.00336
doc014_q08,doc014,dat_no_expansion,9,8659,4.209,0.002624
doc014_q08,doc014,dat_parent_only,7,9117,4.037,0.002259
doc014_q08,doc014,dat_no_self_scoring,5,7432,2.832,0.002047
doc015_q01,doc015,dat_full,12,11236,6.002,0.002344
doc015_q01,doc015,flat_rag,2,5398,1.328,0.000731
doc015_q01,doc015,section_rag,4,5602,2.817,0.001269
doc015_q01,doc015,long_context,2,13786,3.895,0.002255
doc015_q01,doc015,dat_no_expansion,9,8659,4.826,0.002755
doc015_q01,doc015,dat_parent_only,7,10452,2.725,0.00196
doc015_q01,doc015,dat_no_self_scoring,6,8055,2.749,0.001975
doc015_q02,doc015,dat_full,12,12856,4.156,0.003768
doc015_q02,doc015,flat_rag,1,4789,2.161,0.001572
doc015_q02,doc015,section_rag,3,6515,3.986,0.002172
doc015_q02,doc015,long_context,2,13119,4.113,0.00174
doc015_q02,doc015,dat_no_expansion,9,9605,4.251,0.001943
doc015_q02,doc015,dat_parent_only,7,7642,3.485,0.001821
doc015_q02,doc015,dat_no_self_scoring,6,7485,3.103,0.001707
doc015_q03,doc015,dat_full,11,11662,5.375,0.003907
doc015_q03,doc015,flat_rag,2,4146,2.243,0.001164
doc015_q03,doc015,section_rag,4,6905,2.774,0.001517
doc015_q03,doc015,long_context,2,14502,3.267,0.003398
doc015_q03,doc015,dat_no_expansion,9,8444,4.369,0.002564
doc015_q03,doc015,dat_parent_only,7,8104,3.33,0.002342
doc015_q03,doc015,dat_no_self_scoring,6,11643,3.162,0.001101
doc015_q04,doc015,dat_full,13,11479,5.936,0.002522
doc015_q04,doc015,flat_rag,2,6198,2.717,0.000903
doc015_q04,doc015,section_rag,4,6231,3.062,0.001842
doc015_q04,doc015,long_context,2,9823,5.224,0.002925
doc015_q04,doc015,dat_no_expansion,8,7904,3.185,0.001797
doc015_q04,doc015,dat_parent_only,8,11058,3.336,0.00165
doc015_q04,doc015,dat_no_self_scoring,7,8017,3.109,0.001956
doc015_q05,doc015,dat_full,10,15575,3.434,0.001798
doc015_q05,doc015,flat_rag,2,6021,2.188,0.001378
doc015_q05,doc015,section_rag,4,7304,1.815,0.001792
doc015_q05,doc015,long_context,2,17957,2.709,0.00292
doc015_q05,doc015,dat_no_expansion,7,8208,3.266,0.001838
doc015_q05,doc015,dat_parent_only,8,8821,4.884,0.001965
doc015_q05,doc015,dat_no_self_scoring,7,8896,2.985,0.001705
doc015_q06,doc015,dat_full,11,15518,4.415,0.002576
doc015_q06,doc015,flat_rag,2,5248,2.325,0.001394
doc015_q06,doc015,section_rag,3,5457,2.16,0.001294
doc015_q06,doc015,long_context,1,11078,3.048,0.002231
doc015_q06,doc015,dat_no_expansion,8,6174,3.264,0.002303
doc015_q06,doc015,dat_parent_only,6,8512,3.151,0.001672
doc015_q06,doc015,dat_no_self_scoring,7,8693,2.778,0.001524
doc015_q07,doc015,dat_full,10,11393,4.365,0.002469
doc015_q07,doc015,flat_rag,2,5678,1.792,0.001311
doc015_q07,doc015,section_rag,3,7614,3.377,0.001293
doc015_q07,doc015,long_context,2,14687,3.647,0.003025
doc015_q07,doc015,dat_no_expansion,7,9175,5.302,0.001685
doc015_q07,doc015,dat_parent_only,7,7120,4.026,0.002173
doc015_q07,doc015,dat_no_self_scoring,6,7697,3.686,0.002161
doc015_q08,doc015,dat_full,13,13566,4.722,0.002098
doc015_q08,doc015,flat_rag,2,5822,2.723,0.001527
doc015_q08,doc015,section_rag,4,7353,4.114,0.002038
doc015_q08,doc015,long_context,1,15199,3.432,0.001953
doc015_q08,doc015,dat_no_expansion,8,11304,4.314,0.001702
doc015_q08,doc015,dat_parent_only,7,8298,3.855,0.001792
doc015_q08,doc015,dat_no_self_scoring,7,6174,4.23,0.001522
